full_name,position,career_length,position_group
Zaven Collins,LB,4,LB
Jaelan Phillips,LB,4,LB
Kelvin Joseph,DB,4,DB
Rondale Moore,WR,4,WR
Paulson Adebo,DB,4,DB
Rashad Weaver,LB,4,LB
Kawaan Baker,WR,4,WR
Odafe Oweh,LB,4,LB
Andre Cisco,DB,4,DB
Osa Odighizuwa,DL,4,DL
Jaycee Horn,DB,4,DB
Justin Fields,QB,4,QB
Kellen Mond,QB,3,QB
Jalen Mayfield,OL,4,OL
Ta'Quon Graham,DL,4,DL
Adetokunbo Ogundeji,LB,4,LB
Frank Darby,WR,3,WR
Jonathon Cooper,LB,4,LB
Teven Jenkins,OL,4,OL
Levi Onwuzurike,DL,4,DL
Terrace Marshall,WR,3,WR
Darren Hall,DB,4,DB
Drew Dalman,OL,4,OL
Willie Yarbary,DL,1,DL
Michael Bandy,WR,4,WR
Richie Grant,DB,4,DB
Trevon Moehrig,DB,3,DB
Amon-Ra St. Brown,WR,4,WR
Derrick Barnes,LB,4,LB
Damon Lloyd,LB,2,LB
Joe Tryon,LB,2,LB
Brady Christensen,OL,4,OL
Otis Anderson,RB,1,RB
Kyle Pitts,TE,4,TE
Trevor Lawrence,QB,4,QB
Mac Jones,QB,4,QB
Travis Etienne,RB,4,RB
Tyson Campbell,DB,4,DB
Walker Little,OL,4,OL
Ben Cleveland,OL,4,OL
Ronnie Perkins,DL,4,DL
Alijah Vera-Tucker,OL,4,OL
Elijah Moore,WR,4,WR
Christian Barmore,DL,4,DL
Chauncey Golston,DL,4,DL
Kendrick Green,OL,4,OL
Trey Sermon,RB,4,RB
Robert Hainsey,OL,4,OL
Nahshon Wright,DB,4,DB
Brandon Stephens,DB,4,DB
Josh Palmer,WR,4,WR
Malcolm Koonce,DL,4,DL
Divine Deablo,LB,4,LB
Amari Rodgers,WR,3,WR
Elijah Molden,DB,4,DB
Ifeatu Melifonwu,DB,4,DB
Ernest Jones,LB,4,LB
Baron Browning,LB,4,LB
Greg Newsome,DB,2,DB
Javonte Williams,RB,4,RB
Jevon Holland,DB,4,DB
Anthony Schwartz,WR,4,WR
Monty Rice,LB,4,LB
Quinn Meinerz,OL,4,OL
Landon Dickerson,OL,4,OL
Chazz Surratt,LB,4,LB
Hunter Long,TE,4,TE
Tommy Tremble,TE,4,TE
Wyatt Davis,OL,4,OL
Patrick Jones,DL,3,DL
Ambry Thomas,DB,4,DB
Rashawn Slater,OL,4,OL
Liam Eichenberg,OL,4,OL
Tre' McKitty,TE,4,TE
Trey Lance,QB,4,QB
Zach Wilson,QB,4,QB
Alfredo Gutierrez,OL,3,OL
Aaron Donkor,LB,2,LB
Bernhard Seikovits,TE,4,TE
Michael Jacobson,TE,4,TE
K.J. Sails,DB,1,DB
Lakiem Williams,LB,2,LB
Alex Tchangam,DL,2,DL
Ryan Willis,QB,1,QB
Mark Vital,TE,2,TE
Joe Fortunato,LS,1,SP
Shaquille Leonard,LB,2,LB
Deonte Harty,WR,3,WR
Ramiz Ahmed,K,1,SP
Case Cookus,QB,1,QB
Domenique Davis,DL,3,DL
Gabe Davis,WR,3,WR
Hunter Thedford,OL,1,OL
Nolan Cooney,P,3,SP
Ben DeLuca,DB,1,DB
Bailey Gaither,WR,1,WR
Cam Sample,DL,2,DL
Mitchell Fraboni,LS,3,SP
Sal Cannella,TE,3,TE
Devonte Dedmon,WR,1,WR
Drew Desjarlais,OL,1,OL
Nikola Kalinic,TE,3,TE
Brayden Lenius,TE,1,TE
Brandin Dandridge,DB,1,DB
Dee Alford,DB,3,DB
Jordan Murray,OL,3,OL
Devon Allen,WR,2,WR
Roy Mbaeteka,OL,3,OL
Haggai Chisom Ndubuisi,OL,2,OL
Dai'Jean Dixon,WR,1,WR
Amare Barno,DL,3,DL
Marcus Santos-Silva,TE,1,TE
Jake Dixon,OL,1,OL
Donovan Jeter,DL,2,DL
T.D. Moultry,LB,1,LB
Chris Steele,DB,2,DB
Elijah Garcia,DL,3,DL
Daniel Isom,DB,1,DB
Lance McCutcheon,WR,3,WR
Keir Thomas,LB,3,LB
Caesar Williams,DB,1,DB
Jamal Pettigrew,TE,1,TE
Tyree Johnson,DL,1,DL
De'Shaan Dixon,LB,3,LB
Benjie Franklin,DB,2,DB
Grayson Gunter,TE,1,TE
Andrew Mevis,K,1,SP
Grant Morgan,LB,1,LB
E.J. Perry,QB,3,QB
Josh Thompson,DB,3,DB
Lujuan Winningham,WR,1,WR
Shabari Davis,DB,1,DB
Jordan Davis,DL,3,DL
Quay Walker,LB,3,LB
Devonte Wyatt,DL,3,DL
Sean Rhyan,OL,3,OL
Sam Howell,QB,3,QB
Cole Turner,TE,3,TE
Tariq Woolen,DB,2,DB
Tyreke Smith,LB,3,LB
Braxton Jones,OL,3,OL
Dominique Robinson,DL,3,DL
Kingsley Enagbare,LB,3,LB
Kyron Johnson,LB,3,LB
Tyler Badie,RB,3,RB
Grant Calcaterra,TE,3,TE
Trestan Ebner,RB,2,RB
Doug Kramer,OL,3,OL
Ja'Tyre Carter,OL,3,OL
Tariq Carpenter,DB,2,DB
Bo Melton,WR,3,WR
Chris Paul,OL,3,OL
Dareke Young,WR,3,WR
Jonathan Ford,DL,3,DL
Christian Holmes,DB,3,DB
Elijah Hicks,DB,3,DB
Trenton Gill,P,3,SP
Samori Toure,WR,3,WR
C.J. Avery,LB,1,LB
Jean Delance,OL,2,OL
Allie Green,DB,1,DB
Jaylon Jones,DB,3,DB
Jack Sanborn,LB,3,LB
Master Teague,RB,1,RB
Jake Tonges,TE,3,TE
Micah Dew-Treadway,DL,1,DL
Kevin Shaa,WR,1,WR
B.J. Baylor,RB,1,RB
Caliph Brice,LB,1,LB
Ellis Brooks,LB,1,LB
Akial Byers,DL,1,DL
Danny Davis,WR,1,WR
Tyler Goodson,RB,3,RB
Caleb Jones,OL,3,OL
Chauncey Manac,LB,1,LB
George Moore,OL,1,OL
Hauati Pututau,DL,1,DL
Cole Schneider,OL,2,OL
Tre Sterling,DB,1,DB
Raleigh Texada,DB,1,DB
Josh Blackwell,DB,3,DB
Reed Blankenship,DB,3,DB
Kennedy Brooks,RB,2,RB
Britain Covey,WR,3,WR
William Dunkle,OL,2,OL
Noah Elliss,DL,2,DL
Ali Fayad,DL,1,DL
Mario Goodrich,DB,3,DB
Josh Jobe,DB,3,DB
Josh Sills,OL,3,OL
Carson Strong,QB,1,QB
Jarrid Williams,OL,2,OL
Joey Blount,DB,3,DB
Bubba Bolden,DB,1,DB
Cade Brewer,TE,1,TE
Shamarious Gilmore,OL,1,OL
Scott Nelson,DB,2,DB
Joshua Onujiogu,DL,3,DL
Josh Valentine-Turner,DB,1,DB
Matthew Gotel,DL,2,DL
Vi Jones,LB,3,LB
Tay Williams,DB,1,DB
Irvin Charles,WR,3,WR
Zonovan Knight,RB,1,RB
D.Q. Thomas,LB,1,LB
Keshunn Abram,WR,1,WR
De'Vante Cross,DB,1,DB
Josh Drayden,DB,1,DB
Jequez Ezzard,WR,1,WR
Ferrod Gardner,LB,2,LB
Curtis Hodges,TE,2,TE
Cole Kelley,QB,1,QB
Jacub Panasiuk,DL,1,DL
Tyrese Robinson,OL,3,OL
Armani Rogers,TE,3,TE
Tre Walker,LB,1,LB
Drew White,LB,2,LB
Kyric Mcgowan,WR,1,WR
Slade Bolden,WR,2,WR
Shemar Bridges,WR,2,WR
Trevon Clark,WR,1,WR
Zakoby McClain,LB,1,LB
Jeremiah Moon,LB,3,LB
Rayshad Nichols,DL,3,DL
Ricky Person,RB,1,RB
Makai Polk,WR,1,WR
Josh Ross,LB,3,LB
Raleigh Webb,WR,3,WR
Charles Wiley,LB,1,LB
Devon Williams,WR,1,WR
David Vereen,DB,1,DB
Denzel Williams,DB,1,DB
Ahmad Gardner,DB,2,DB
Trent McDuffie,DB,3,DB
George Karlaftis,DL,3,DL
Bryan Cook,DB,3,DB
Darian Kinnard,OL,3,OL
Jaylen Watson,DB,3,DB
Rasheed Walker,OL,3,OL
Isiah Pacheco,RB,3,RB
Nazeeh Johnson,DB,3,DB
Jake Julien,P,1,SP
D'Eriq King,QB,1,QB
DaMarcus Mitchell,DL,1,DL
LaBryan Ray,DL,3,DL
Kody Russey,OL,2,OL
Brenden Schooler,DB,3,DB
Mike Caliendo,OL,3,OL
Jack Cochrane,LB,3,LB
Dustin Crum,QB,1,QB
Jerrion Ealy,RB,2,RB
Tayon Fleet-Davis,RB,1,RB
Nasir Greer,DB,1,DB
Kehinde Oginni,TE,1,TE
Justyn Ross,WR,3,WR
Christian Albright,LB,1,LB
Jon Alexander,DB,1,DB
Antonio Ortiz,LS,1,SP
De'Montre Tuggle,RB,1,RB
Calvin Jackson,WR,1,WR
A.J. Thomas,DB,3,DB
Carson Taylor,DL,1,DL
Cameron Dicker,P,3,SP
Chris Glaser,OL,3,OL
Mataeo Durant,RB,1,RB
Jordan Tucker,OL,1,OL
Jaylen Warren,RB,3,RB
Ikem Ekwonu,OL,3,OL
Israel Antwine,DL,1,DL
Kevin Austin,WR,2,WR
Nick Ford,OL,1,OL
Gerrit Prince,TE,3,TE
Travon Walker,LB,3,LB
Aidan Hutchinson,DL,3,DL
Derek Stingley,DB,1,DB
Drake London,WR,3,WR
Chris Olave,WR,3,WR
Jameson Williams,WR,3,WR
Trevor Penning,OL,3,OL
Kaiir Elam,DB,3,DB
Tyler Smith,OL,3,OL
Devin Lloyd,LB,3,LB
Lewis Cine,DB,3,DB
Jalen Pitre,DB,3,DB
George Pickens,WR,3,WR
James Cook,RB,3,RB
Nik Bonitto,LB,3,LB
Martin Emerson,DB,3,DB
Alex Wright,DL,3,DL
Greg Dulcich,TE,3,TE
Terrel Bernard,LB,3,LB
Dylan Parham,OL,3,OL
Rachaad White,RB,3,RB
David Bell,WR,3,WR
Dameon Pierce,RB,3,RB
Micah McFadden,LB,3,LB
D.J. Davidson,DL,2,DL
Khalil Shakir,WR,3,WR
Thomas Booker,DL,3,DL
Tyler Allgeier,RB,3,RB
Delarrin Turner-Yell,DB,3,DB
Snoop Conner,RB,3,RB
Matt Waletzko,OL,3,OL
Jerome Ford,RB,3,RB
Zyon McCollum,DB,3,DB
Otito Ogbonnia,DL,3,DL
D'Marco Jackson,LB,3,LB
Montrell Washington,WR,3,WR
Kyle Philips,WR,3,WR
Esezi Otomewo,DL,3,DL
Daron Bland,DB,1,DB
Ty Chandler,RB,3,RB
Teagan Quitoriano,TE,3,TE
Luke Wattenberg,OL,3,OL
Marcus McKethan,OL,3,OL
Matthew Butler,DL,3,DL
Damone Clark,LB,3,LB
James Mitchell,TE,3,TE
John Ridgeway,DL,3,DL
Matt Araiza,P,2,SP
Darrian Beavers,LB,3,LB
Kevin Harris,RB,3,RB
Vederian Lowe,OL,3,OL
Christian Benford,DB,3,DB
Malcolm Rodriguez,LB,3,LB
Justin Shaffer,OL,2,OL
Jalen Nailor,WR,3,WR
Andrew Ogletree,TE,3,TE
Devin Harper,LB,3,LB
Jordan Jackson,DL,3,DL
Jamaree Salyer,OL,3,OL
Gregory Junior,DB,3,DB
Cade Mays,OL,3,OL
Sam Roberts,DL,3,DL
Keaontay Ingram,RB,3,RB
Mike Woods,WR,3,WR
Theo Jackson,DB,3,DB
Austin Deculus,OL,3,OL
Matt Henningsen,DL,3,DL
Connor Heyward,TE,3,TE
Luke Tenuta,OL,3,OL
John FitzPatrick,TE,3,TE
Ja'Sir Taylor,DB,3,DB
Lecitus Smith,OL,3,OL
Curtis Brooks,DL,2,DL
James Houston,LB,3,LB
Ko Kieft,TE,3,TE
Chance Campbell,LB,3,LB
Montaric Brown,DB,3,DB
Isaiah Thomas,DL,3,DL
Cameron Goode,LB,3,LB
Mark Robinson,LB,3,LB
Nick Muse,TE,3,TE
Baylon Spector,LB,3,LB
Faion Hicks,DB,3,DB
Deane Leonard,DB,3,DB
Chase Lucas,DB,3,DB
Thayer Munford,OL,2,OL
Chris Oladokun,QB,3,QB
Kalon Barnes,DB,3,DB
Dawson Deaton,OL,2,OL
Skylar Thompson,QB,3,QB
Andre Anthony,LB,1,LB
Brittain Brown,RB,3,RB
Jesse Luketa,LB,3,LB
Zander Horvath,RB,3,RB
D'Anthony Bell,DB,3,DB
Mike Harley,WR,2,WR
Travell Harris,WR,1,WR
Brock Hoffman,OL,3,OL
Shaun Jolly,DB,3,DB
Silas Kelly,LB,1,LB
Glen Logan,DL,1,DL
Zaire Mitchell-Paden,TE,3,TE
Roderick Perry,DL,2,DL
Ben Petrula,OL,1,OL
Isaiah Weston,WR,2,WR
Blaise Andries,OL,1,OL
Owen Carney,LB,3,LB
Tanner Conner,WR,3,WR
Kellen Diesch,OL,3,OL
Elijah Hamilton,DB,2,DB
Tommy Heatherly,P,1,SP
Deandre Johnson,LB,2,LB
Kader Kohou,DB,3,DB
Verone McKinley,DB,2,DB
Braylon Sanders,WR,3,WR
Ben Stille,DL,3,DL
Zaquandre White,RB,1,RB
Josh Babicz,TE,1,TE
Davis Cheek,QB,1,QB
Isaiah Graham-Mobley,LB,1,LB
Ra'Shaun Henry,WR,2,WR
Marquan McCall,DL,3,DL
Arron Mosby,LB,3,LB
Andrew Parchment,WR,1,WR
Charleston Rambo,WR,2,WR
Khalan Tolson,LB,1,LB
Derek Wright,WR,2,WR
Yusuf Corker,DB,2,DB
Jabari Ellis,DL,1,DL
Zyon Gilbert,DB,3,DB
Jeremiah Hall,TE,1,TE
Christopher Hinton,DL,3,DL
Josh Rivas,OL,1,OL
Christopher Allen,LB,2,LB
Kaden Davis,WR,3,WR
Sebastian Gutierrez,OL,3,OL
Kana'i Mauga,LB,3,LB
Ja'Quan McMillian,DB,3,DB
Michael Niese,OL,3,OL
Jalen Virgil,WR,3,WR
Kadofi Wright,LB,1,LB
Max Borghi,RB,1,RB
Jack Coan,QB,1,QB
Kekoa Crawford,WR,1,WR
Trevor Denbow,DB,3,DB
JoJo Domann,LB,3,LB
Ethan Fernea,WR,3,WR
Dallis Flowers,DB,3,DB
Wesley French,OL,3,OL
Samson Nacua,WR,2,WR
Scott Patchan,DL,1,DL
D'vonte Price,RB,1,RB
Forrest Rhyne,LB,2,LB
Josh Seltzner,OL,1,OL
James Skalski,LB,1,LB
Ryan Van Demark,OL,3,OL
C.J. Verdell,RB,1,RB
Sterling Weatherford,LB,1,LB
Cullen Wick,DL,1,DL
Jashaun Corbin,RB,3,RB
Cal Adomitis,LS,3,SP
Ben Brown,OL,3,OL
Devin Cochran,OL,3,OL
Allan George,DB,3,DB
Jaivon Heiligh,WR,1,WR
Clarence Hicks,LB,1,LB
Delonte Hood,DB,3,DB
Shermari Jones,RB,1,RB
Desmond Noel,OL,1,OL
Kendric Pryor,WR,3,WR
Brendan Radley-Hiles,DB,1,DB
Justin Rigg,TE,2,TE
Jack Sorenson,WR,1,WR
Tariqious Tisdale,DL,1,DL
Carson Wells,LB,2,LB
Alec Anderson,OL,3,OL
Raheem Blackshear,RB,3,RB
Travon Fuller,DB,1,DB
Kingsley Jonathan,DL,3,DL
Derek Kerstetter,OL,1,OL
Tanner Owen,OL,1,OL
Neil Pau'u,WR,1,WR
Jalen Wydermyer,TE,1,TE
Greg Bell,RB,2,RB
Cedric Boswell,DB,1,DB
Obinna Eze,OL,3,OL
Kevin Jarvis,OL,3,OL
Joshua Johnson,WR,1,WR
Kalil Pimpleton,WR,2,WR
Corey Sutton,WR,1,WR
Demetrius Taylor,DL,1,DL
Jermaine Waller,DB,1,DB
Tomon Fox,LB,3,LB
Dre Miller,WR,2,WR
Tyreik McAllister,RB,2,RB
Rod Williams,TE,3,TE
Myron Cunningham,OL,1,OL
Damion Daniels,DL,1,DL
Drew Estrada,WR,1,WR
Seth Green,TE,2,TE
Troy Hairston,RB,3,RB
Jake Hansen,LB,3,LB
Kurt Hinish,DL,3,DL
Johnny Johnson,WR,1,WR
Tristin McCollum,DB,3,DB
Nolan Givan,TE,1,TE
Zein Obeid,OL,1,OL
Jacobi Francis,DB,2,DB
Trevon Bradford,WR,1,WR
Leddie Brown,RB,1,RB
Erik Krommenhoek,TE,1,TE
Raheem Layne,DB,3,DB
Tyreek Maddox-Williams,LB,3,LB
Kevin Marks,RB,1,RB
James McCourt,K,2,SP
Brandon Peters,QB,1,QB
Brandon Sebastian,DB,1,DB
Ty Shelby,DL,3,DL
Stone Smartt,TE,3,TE
Skyler Thomas,DB,1,DB
Andrew Trainer,OL,2,OL
Isaac Weaver,OL,2,OL
Curtis Blackwell,OL,1,OL
Dylan Cook,OL,3,OL
Olakunle Fatukasi,LB,3,LB
Don Gardner,DB,2,DB
Kaylon Geiger,WR,2,WR
Kyler McMichael,DB,3,DB
Joe Ozougwu,DL,1,DL
Jerreth Sterns,WR,1,WR
Deven Thompkins,WR,3,WR
Nolan Turner,DB,2,DB
Jordan Young,LB,1,LB
Ben Beise,TE,1,TE
J.J. Russell,LB,3,LB
Gabe Brkic,K,1,SP
Thomas Hennigan,WR,1,WR
Bryant Koback,RB,3,RB
Zach McCloud,LB,2,LB
Josh Sokol,OL,2,OL
Tyarise Stevenson,DL,1,DL
Luiji Vilain,LB,3,LB
Ryan Wright,P,3,SP
Kevin Kassis,WR,1,WR
Abu Daramy-Swaray,DB,1,DB
Darien Butler,LB,3,LB
Qwynnterrio Cole,DB,1,DB
Bryce Cosby,DB,2,DB
Cole Fotheringham,TE,3,TE
Chase Garbers,QB,2,QB
Justin Hall,WR,2,WR
Sincere McCormick,RB,3,RB
Malkelm Morrison,DB,1,DB
Bam Olaseni,OL,1,OL
Isaiah Pola-Mao,DB,3,DB
Myron Tagovailoa-Amosa,DL,1,DL
Zach VanValkenburg,DL,3,DL
Sam Webb,DB,3,DB
Luke Masterson,LB,3,LB
Will Adams,DB,1,DB
Kevin Atkins,DL,2,DL
Jeremiah Gemmel,LB,1,LB
Tayler Hawkins,DB,3,DB
Qwuantrezz Knight,DB,2,DB
Taysir Mack,WR,1,WR
Tay Martin,WR,3,WR
Jordan Mason,RB,3,RB
Marcelino McCrary-Ball,LB,3,LB
Segun Olubi,LB,3,LB
Leon O'Neal,DB,1,DB
Jason Poe,OL,3,OL
Sam Schlueter,OL,1,OL
Dohnovan West,OL,1,OL
Sage Doxtater,OL,1,OL
Joel Dublanko,LB,1,LB
DaMarcus Fields,DB,2,DB
Vincent Gray,DB,3,DB
Lewis Kidd,OL,3,OL
Lucas Krull,TE,3,TE
Smoke Monday,DB,2,DB
Isaiah Pryor,DB,1,DB
John Parker Romo,K,3,SP
Derek Schweiger,OL,1,OL
Nephi Sewell,LB,3,LB
Rashid Shaheed,WR,3,WR
Abram Smith,RB,2,RB
Daniel Whelan,P,3,SP
Darrell Baker,DB,2,DB
Manny Jones,DL,1,DL
Jontre Kirklin,WR,3,WR
JaVonta Payton,WR,1,WR
Chris Pierce,TE,2,TE
Ronnie Rivers,RB,3,RB
Chandler Wooten,LB,3,LB
Markquese Bell,DB,3,DB
Big Kat Bryant,DL,1,DL
Malik Davis,RB,3,RB
Dontario Drummond,WR,2,WR
James Empey,OL,2,OL
Ty Fryfogle,WR,2,WR
Jonathan Garibay,K,1,SP
Aaron Hansford,LB,1,LB
Peyton Hendershot,TE,3,TE
Dennis Houston,WR,3,WR
Storey Jackson,LB,2,LB
Alec Lindstrom,OL,3,OL
Quandre Mosely,DB,3,DB
Jaquarii Roberson,WR,1,WR
Amon Simon,OL,1,OL
Mika Tafua,DL,1,DL
Isaac Taylor-Stuart,DB,2,DB
Juanyeh Thomas,DB,3,DB
Jared Bernhardt,WR,2,WR
Stanley Berryhill,WR,1,WR
Kuony Deng,LB,2,LB
Matt Hankins,DB,3,DB
Brad Hawkins,DB,2,DB
Timmy Horne,DL,3,DL
Tyshaun James,WR,1,WR
Nate Landman,LB,3,LB
Bryce Rodgers,DL,1,DL
Derrick Tangelo,DL,1,DL
Tyler Vrabel,OL,3,OL
Leroy Watson,OL,2,OL
David Anenih,LB,3,LB
Tre Avery,DB,3,DB
Julius Chestnut,RB,3,RB
Haskell Garrett,DL,1,DL
Jack Gibbens,LB,3,LB
Hayden Howerton,OL,2,OL
Brandon Lewis,WR,1,WR
Jalen McKenzie,OL,3,OL
Xavier Newman-Johnson,OL,3,OL
Sam Okuayinonu,DL,3,DL
Jayden Peevy,DL,3,DL
Reggie Roberson,WR,2,WR
Andrew Rupcich,OL,3,OL
Caleb Shudak,K,1,SP
Ryan Stonehouse,P,3,SP
Tre Swilling,DB,3,DB
Aaron Shampklin,RB,3,RB
Seth Vernon,P,2,SP
Kayvon Thibodeaux,LB,3,LB
Evan Neal,OL,3,OL
Kenyon Green,OL,3,OL
John Metchie,WR,1,WR
Nakobe Dean,LB,3,LB
Nick Cross,DB,3,DB
Hassan Haskins,RB,3,RB
Zachary Thomas,OL,1,OL
Chasen Hines,OL,3,OL
Andrew Stueber,OL,3,OL
Ryder Anderson,DL,3,DL
Nijuel Hill,DB,1,DB
Bryce Notree,LB,1,LB
Vitaliy Gurman,OL,3,OL
Kameron Brown,WR,1,WR
Mike Greene,DL,3,DL
Jared Scott,TE,1,TE
Keric Wheatfall,WR,1,WR
J.J. Howland,TE,1,TE
Roger Carter,TE,1,TE
Jake Hummel,LB,1,LB
Duron Lowe,DB,2,DB
Jairon McVea,DB,1,DB
Jack Snyder,OL,2,OL
Brayden Thomas,DL,1,DL
Benton Whitley,DL,3,DL
William Kwenkeu,LB,3,LB
Willie Johnson,WR,1,WR
Naz Bohannon,TE,1,TE
Carlins Platel,DB,1,DB
Nick Sciba,K,1,SP
Tyler Snead,WR,1,WR
Kenneth George,DB,1,DB
Ryan McDaniel,WR,1,WR
Tae Daley,DB,1,DB
Jarrett Guarantano,QB,1,QB
Greg Long,OL,1,OL
T.J. Pledger,RB,1,RB
Jared Smart,WR,1,WR
Tucker Fisk,TE,3,TE
Tre Webb,DB,1,DB
Ross Reiter,LS,1,SP
Elijah Jones,DB,2,DB
Liam Ryan,OL,2,OL
Prince Emili,DL,3,DL
Ja'Marcus Ingram,DB,3,DB
C.J. Brewer,DL,3,DL
Jermaine Johnson,DL,2,DL
Alec Pierce,WR,3,WR
Jalen Tolbert,WR,3,WR
Kerby Joseph,DB,3,DB
Daniel Joseph,DL,1,DL
Tucker Addington,LS,3,SP
Jeremiah Pharms,DL,3,DL
Garrett Wilson,WR,3,WR
Jahan Dotson,WR,3,WR
Treylon Burks,WR,3,WR
Dax Hill,DB,2,DB
Trey McBride,TE,3,TE
Velus Jones,WR,2,WR
Brian Robinson,RB,3,RB
Christian Matthew,DB,3,DB
Marquis Hayes,OL,3,OL
Jack Coco,LS,1,SP
Josh Black,DL,1,DL
Myjai Sanders,LB,2,LB
Tycen Anderson,DB,3,DB
Cam Taylor-Britt,DB,3,DB
Nicholas Petit-Frere,OL,3,OL
Jelani Woods,TE,3,TE
Travis Jones,DL,3,DL
Bernhard Raimann,OL,3,OL
Cordale Flott,DB,3,DB
DeMarvin Leal,DL,3,DL
Jeff Gunter,DL,3,DL
Kavontae Turpin,WR,1,WR
Zach Carter,DL,2,DL
Jeremy Ruckert,TE,3,TE
Diego Fagot,LB,2,LB
Joshua Ezeudu,OL,3,OL
DeAngelo Malone,LB,3,LB
Chigoziem Okonkwo,TE,2,TE
Troy Andersen,LB,3,LB
Chad Muma,LB,3,LB
Abraham Lucas,OL,3,OL
Channing Tindall,LB,3,LB
Luke Fortner,OL,3,OL
Cameron Thomas,LB,3,LB
Romeo Doubs,WR,3,WR
Zach Tom,OL,3,OL
Zion Johnson,OL,3,OL
Leo Chenal,LB,3,LB
Drew Jordan,DL,1,DL
Charles Cross,OL,3,OL
Brian Asamoah,LB,3,LB
Christian Harris,LB,3,LB
Khalique Washington,OL,1,OL
Tyler Linderbaum,OL,3,OL
Tyrion Davis-Price,RB,3,RB
Danny Gray,WR,3,WR
Spencer Burford,OL,3,OL
Samuel Womack,DB,3,DB
Nick Zakelj,OL,3,OL
Kalia Davis,DL,3,DL
Tariq Castro-Fields,DB,3,DB
Brock Purdy,QB,3,QB
Luke Goedeke,OL,3,OL
Logan Bruss,OL,3,OL
Calvin Austin,WR,2,WR
Isaiah Likely,TE,3,TE
Cobie Durant,DB,3,DB
Kyren Williams,RB,3,RB
Quentin Lake,DB,3,DB
Derion Kendrick,DB,3,DB
Daniel Hardy,LB,3,LB
Russ Yeast,DB,3,DB
A.J. Arcuri,OL,3,OL
Damarion Williams,DB,3,DB
Kyle Hamilton,DB,3,DB
Jack Jones,DB,3,DB
Zamir White,RB,3,RB
Jake Ferguson,TE,3,TE
Jake Camarda,P,3,SP
Joshua Williams,DB,3,DB
Caeveon Patton,DL,2,DL
Isaiah Spiller,RB,3,RB
Charlie Kolar,TE,3,TE
Alex Akingbulu,OL,3,OL
Skyy Moore,WR,3,WR
J.T. Woods,DB,2,DB
Erik Ezukanma,WR,3,WR
Neil Farrell,DL,3,DL
Jordan Stout,P,3,SP
Cordell Volson,OL,3,OL
Josh Paschal,DL,1,DL
Cade York,K,3,SP
Pierre Strong,RB,3,RB
Phidarian Mathis,DL,3,DL
Percy Butler,DB,3,DB
Akayleb Evans,DB,3,DB
Kenny Pickett,QB,3,QB
Cole Strange,OL,3,OL
Tyquan Thornton,WR,3,WR
Damarri Mathis,DB,3,DB
Eyioma Uwazurike,DL,3,DL
Micheal Clemons,DL,3,DL
Bailey Zappe,QB,3,QB
Kyler Gordon,DB,3,DB
Cam Jurgens,OL,3,OL
Max Mitchell,OL,3,OL
Daniel Bellinger,TE,3,TE
Arnold Ebiketie,LB,3,LB
Wan'Dale Robinson,WR,3,WR
Daniel Faalele,OL,3,OL
Jalyn Armour-Davis,DB,3,DB
Breece Hall,RB,3,RB
Alontae Taylor,DB,3,DB
Desmond Ridder,QB,3,QB
Dane Belton,DB,3,DB
Christian Watson,WR,3,WR
Roger McCreary,DB,3,DB
Perrion Winfrey,DL,2,DL
Logan Hall,DL,3,DL
Malik Willis,QB,3,QB
Cade Otton,TE,3,TE
Andrew Booth,DB,3,DB
Ed Ingram,OL,3,OL
Matt Corral,QB,3,QB
Boye Mafe,LB,3,LB
Jaquan Brisker,DB,3,DB
Coby Bryant,DB,3,DB
Ayo Oyelola,DB,3,DB
David Ojabo,LB,3,LB
Marcel Dabo,DB,3,DB
Adedayo Odeleye,DL,3,DL
Thomas Odukoya,TE,3,TE
Nate Wieland,LB,1,LB
Daylen Baldwin,WR,3,WR
Corey Dublin,OL,1,OL
Josh Ali,WR,3,WR
Nathan Rourke,QB,3,QB
Bernard Williams,OL,1,OL
Rodney McLeod Jr.,DB,2,DB
Odell Beckham Jr.,WR,2,WR
Dante Fowler Jr.,DL,2,DL
Robbie Chosen,WR,2,WR
PJ Walker,QB,2,QB
Tracy Walker III,DB,2,DB
Ogbo Okoronkwo,DL,2,DL
Alexander Johnson,LB,1,LB
C.J. Gardner-Johnson,DB,2,DB
Kyahva Tezino,LB,2,LB
AJ Dillon,RB,2,RB
Willie Gay Jr.,LB,2,LB
Antoine Winfield Jr.,DB,2,DB
Raymond Johnson III,DL,2,DL
Tony Fields II,LB,2,LB
Josh Pederson,TE,2,TE
Austin Watkins Jr.,WR,2,WR
C.J. Marable,RB,1,RB
Earnest Brown IV,DL,2,DL
Bobby Brown III,DL,2,DL
Greg Rousseau,DL,2,DL
Joe Tryon-Shoyinka,LB,2,LB
Greg Newsome II,DB,2,DB
Bam Knight,RB,2,RB
Kyric McGowan,WR,2,WR
Derek Stingley Jr.,DB,2,DB
DaRon Bland,DB,2,DB
Alex Mollette,OL,1,OL
Johnny Johnson III,WR,2,WR
Stephen Jones,DL,1,DL
John Metchie III,WR,2,WR
Jacob Hummel,LB,2,LB
Arnold Tarpley,DB,2,DB
Brandon Aubrey,K,2,SP
La'Michael Pettway,TE,2,TE
KaVontae Turpin,WR,2,WR
Joshua Paschal,DL,2,DL
Drew Plitt,QB,1,QB
