season,team,player,position,total_snaps,snap_share,rank_improvement,grp,player_contrib_rank
2013,WAS,Saverio Rocca,P,0,0.0,2.0,double,0.0
2013,WAS,Stephen Bowen,DE,416,0.017452592716898807,2.0,double,0.034905185433797614
2013,WAS,Tom Compton,T,10,0.00041953347877160595,2.0,double,0.0008390669575432119
2013,WAS,Trent Robinson,DB,34,0.0014264138278234602,2.0,double,0.0028528276556469205
2013,WAS,Trent Williams,T,1142,0.0479107232757174,2.0,double,0.0958214465514348
2013,WAS,Tyler Polumbus,T,1144,0.047994629971471726,2.0,double,0.09598925994294345
2013,WAS,Will Montgomery,C,1144,0.047994629971471726,2.0,double,0.09598925994294345
2013,WAS,William Compton,LB,0,0.0,2.0,double,0.0
2014,ARI,Alameda Ta'amu,NT,24,0.0009731965451522648,-10.0,single,-0.009731965451522648
2014,ARI,Alex Okafor,LB,770,0.031223389156968494,-10.0,single,-0.31223389156968495
2014,ARI,Andre Ellington,RB,528,0.021410323993349824,-10.0,single,-0.21410323993349825
2014,ARI,Antonio Cromartie,CB,1064,0.04314504683508374,-10.0,single,-0.4314504683508374
2014,ARI,Bobby Massie,T,1104,0.044767041077004174,-10.0,single,-0.44767041077004177
2014,ARI,Bradley Sowell,T,0,0.0,-10.0,single,-0.0
2014,ARI,Calais Campbell,DE,858,0.03479177648919346,-10.0,single,-0.3479177648919346
2014,ARI,Carson Palmer,QB,409,0.01658489112363651,-10.0,single,-0.1658489112363651
2014,ARI,Chandler Catanzaro,K,0,0.0,-10.0,single,-0.0
2014,ARI,Chris Clemons,FS,0,0.0,-10.0,single,-0.0
2014,ARI,Dan Williams,NT,460,0.018652933782085074,-10.0,single,-0.18652933782085074
2014,ARI,Darren Fells,TE,248,0.010056364299906735,-10.0,single,-0.10056364299906735
2014,ARI,Dave Zastudil,P,0,0.0,-10.0,single,-0.0
2014,ARI,Deone Bucannon,SS,712,0.028871497506183855,-10.0,single,-0.2887149750618385
2014,ARI,Drew Butler,P,0,0.0,-10.0,single,-0.0
2014,ARI,Drew Stanton,QB,468,0.018977332630469163,-10.0,single,-0.18977332630469163
2014,ARI,Earl Watford,G,9,0.00036494870443209927,-10.0,single,-0.003649487044320993
2014,ARI,Ed Stinson,DT,204,0.00827217063379425,-10.0,single,-0.0827217063379425
2014,ARI,Frostee Rucker,DT,541,0.02193747212197397,-10.0,single,-0.2193747212197397
2014,ARI,Glenn Carson,LB,79,0.0032034386277928714,-10.0,single,-0.03203438627792871
2014,ARI,Jalen Parmele,RB,1,4.054985604801103e-05,-10.0,single,-0.0004054985604801103
2014,ARI,Jared Veldheer,T,1104,0.044767041077004174,-10.0,single,-0.44767041077004177
2014,ARI,Jaron Brown,WR,242,0.00981306516361867,-10.0,single,-0.0981306516361867
2014,ARI,Jerraud Powers,CB,774,0.031385588581160535,-10.0,single,-0.31385588581160534
2014,ARI,John Abraham,LB,36,0.001459794817728397,-10.0,single,-0.014597948177283972
2014,ARI,John Brown,WR,659,0.026722355135639267,-10.0,single,-0.26722355135639264
2014,ARI,John Carlson,TE,757,0.03069624102834435,-10.0,single,-0.3069624102834435
2014,ARI,Jonathan Cooper,G,184,0.007461173512834029,-10.0,single,-0.0746117351283403
2014,ARI,Jonathan Dwyer,RB,47,0.0019058432342565184,-10.0,single,-0.019058432342565185
2014,ARI,Josh Mauro,DE,105,0.004257734885041158,-10.0,single,-0.04257734885041158
2014,ARI,Justin Bethel,CB,101,0.004095535460849114,-10.0,single,-0.04095535460849114
2014,ARI,Kareem Martin,DE,182,0.007380073800738007,-10.0,single,-0.07380073800738007
2014,ARI,Kenny Demens,LB,0,0.0,-10.0,single,-0.0
2014,ARI,Kerwynn Williams,RB,106,0.0042982847410891695,-10.0,single,-0.04298284741089169
2014,ARI,Kevin Minter,LB,336,0.013624751632131706,-10.0,single,-0.13624751632131704
2014,ARI,Larry Fitzgerald,WR,897,0.03637322087506589,-10.0,single,-0.3637322087506589
2014,ARI,Larry Foote,LB,1074,0.04355054539556385,-10.0,single,-0.4355054539556385
2014,ARI,Logan Thomas,QB,18,0.0007298974088641985,-10.0,single,-0.007298974088641986
2014,ARI,Lorenzo Alexander,LB,50,0.0020274928024005515,-10.0,single,-0.020274928024005514
2014,ARI,Lyle Sendlein,C,1104,0.044767041077004174,-10.0,single,-0.44767041077004177
2014,ARI,Marcus Benard,LB,82,0.0033250881959369046,-10.0,single,-0.033250881959369046
2014,ARI,Marion Grice,RB,97,0.00393333603665707,-10.0,single,-0.039333360366570695
2014,ARI,Matt Shaughnessy,LB,357,0.014476298609139937,-10.0,single,-0.14476298609139937
2014,ARI,Michael Floyd,WR,985,0.03994160820729086,-10.0,single,-0.39941608207290863
2014,ARI,Mike Leach,LS,0,0.0,-10.0,single,-0.0
2014,ARI,Patrick Peterson,CB,1042,0.042252950002027494,-10.0,single,-0.42252950002027495
2014,ARI,Paul Fanaika,G,936,0.037954665260938325,-10.0,single,-0.37954665260938325
2014,ARI,Rashad Johnson,FS,1131,0.045861887190300474,-10.0,single,-0.45861887190300477
2014,ARI,Rob Housler,TE,330,0.013381452495843639,-10.0,single,-0.13381452495843638
2014,ARI,Robert Hughes,RB,153,0.006204127975345687,-10.0,single,-0.06204127975345687
2014,ARI,Ryan Lindley,QB,209,0.008474919914034306,-10.0,single,-0.08474919914034305
2014,ARI,Sam Acho,LB,517,0.020964275576821702,-10.0,single,-0.20964275576821703
2014,ARI,Stepfan Taylor,RB,221,0.008961518186610437,-10.0,single,-0.08961518186610437
2014,ARI,Ted Ginn Jr.,WR,154,0.006244677831393698,-10.0,single,-0.06244677831393698
2014,ARI,Ted Larsen,G,1085,0.043996593812091964,-10.0,single,-0.43996593812091966
2014,ARI,Thomas Keiser,LB,78,0.0031628887717448603,-10.0,single,-0.0316288877174486
2014,ARI,Tommy Kelly,DT,765,0.03102063987672844,-10.0,single,-0.3102063987672844
2014,ARI,Tony Jefferson,SS,727,0.029479745346904018,-10.0,single,-0.2947974534690402
2014,ARI,Troy Niklas,TE,89,0.003608937188272982,-10.0,single,-0.036089371882729815
2014,ARI,Tyrann Mathieu,FS,448,0.01816633550950894,-10.0,single,-0.1816633550950894
2014,ATL,Antone Smith,RB,93,0.00390690640228533,-15.0,zero,-0.05860359603427995
2014,ATL,Bear Pascoe,TE,147,0.00617543270038649,-15.0,zero,-0.09263149050579735
2014,ATL,Charles Godfrey,CB,0,0.0,-15.0,zero,-0.0
2014,ATL,Cliff Matthews,DT,116,0.00487313056629138,-15.0,zero,-0.0730969584943707
2014,ATL,Corey Peters,DT,527,0.02213913627961687,-15.0,zero,-0.33208704419425306
2014,ATL,Courtney Roby,WR,17,0.0007141656864392539,-15.0,zero,-0.010712485296588808
2014,ATL,Desmond Trufant,CB,1076,0.04520248697697866,-15.0,zero,-0.6780373046546798
2014,ATL,Devin Hester,WR,389,0.016341791295580575,-15.0,zero,-0.24512686943370862
2014,ATL,Devonta Freeman,RB,234,0.009830280625105024,-15.0,zero,-0.14745420937657536
2014,ATL,Dezmen Southward,FS,252,0.01058645605780541,-15.0,zero,-0.15879684086708115
2014,ATL,Drew Davis,WR,6,0.0002520584775667955,-15.0,zero,-0.0037808771635019327
2014,ATL,Dwight Lowery,FS,1029,0.043228028902705426,-15.0,zero,-0.6484204335405814
2014,ATL,Eric Weems,WR,198,0.00831792975970425,-15.0,zero,-0.12476894639556377
2014,ATL,Freddie Martino,WR,2,8.401949252226517e-05,-15.0,zero,-0.0012602923878339775
2014,ATL,Gabe Carimi,T,585,0.02457570156276256,-15.0,zero,-0.3686355234414384
2014,ATL,Harland Gunn,G,93,0.00390690640228533,-15.0,zero,-0.05860359603427995
2014,ATL,Harry Douglas,WR,557,0.023399428667450848,-15.0,zero,-0.3509914300117627
2014,ATL,Jacques Smith,RB,0,0.0,-15.0,zero,-0.0
2014,ATL,Jacquizz Rodgers,RB,350,0.014703411191396403,-15.0,zero,-0.22055116787094606
2014,ATL,Jake Matthews,T,944,0.039657200470509156,-15.0,zero,-0.5948580070576374
2014,ATL,James Stone,G,672,0.028230549487481094,-15.0,zero,-0.4234582423122164
2014,ATL,Javier Arenas,CB,54,0.0022685262981011595,-15.0,zero,-0.03402789447151739
2014,ATL,Joe Hawley,C,243,0.010208368341455217,-15.0,zero,-0.15312552512182825
2014,ATL,Jon Asamoah,G,945,0.03969921021677029,-15.0,zero,-0.5954881532515544
2014,ATL,Jonathan Babineaux,DE,695,0.029196773651487144,-15.0,zero,-0.43795160477230716
2014,ATL,Jonathan Massaquoi,DE,327,0.013737187027390355,-15.0,zero,-0.20605780541085533
2014,ATL,Jonathan Scott,T,3,0.00012602923878339775,-15.0,zero,-0.0018904385817509663
2014,ATL,Joplo Bartu,LB,485,0.020374726936649303,-15.0,zero,-0.3056209040497395
2014,ATL,Josh Harris,LS,0,0.0,-15.0,zero,-0.0
2014,ATL,Josh Wilson,CB,449,0.018862376071248528,-15.0,zero,-0.2829356410687279
2014,ATL,Julio Jones,WR,869,0.03650646950092421,-15.0,zero,-0.5475970425138632
2014,ATL,Justin Blalock,G,970,0.040749453873298605,-15.0,zero,-0.611241808099479
2014,ATL,Kemal Ishmael,SS,805,0.03381784574021173,-15.0,zero,-0.507267686103176
2014,ATL,Kroy Biermann,DE,848,0.03562426482944043,-15.0,zero,-0.5343639724416064
2014,ATL,Lamar Holmes,T,226,0.009494202655015964,-15.0,zero,-0.14241303982523945
2014,ATL,Levine Toilolo,TE,940,0.03948916148546463,-15.0,zero,-0.5923374222819694
2014,ATL,Malliciah Goodman,DE,582,0.02444967232397916,-15.0,zero,-0.36674508485968743
2014,ATL,Matt Bryant,K,0,0.0,-15.0,zero,-0.0
2014,ATL,Matt Ryan,QB,1064,0.04469837002184507,-15.0,zero,-0.670475550327676
2014,ATL,Matthew Bosher,P,0,0.0,-15.0,zero,-0.0
2014,ATL,Nathan Stupar,LB,3,0.00012602923878339775,-15.0,zero,-0.0018904385817509663
2014,ATL,Osi Umenyiora,DE,339,0.014241303982523946,-15.0,zero,-0.2136195597378592
2014,ATL,Patrick DiMarco,FB,209,0.00878003696857671,-15.0,zero,-0.13170055452865065
2014,ATL,Paul Soliai,DT,504,0.02117291211561082,-15.0,zero,-0.3175936817341623
2014,ATL,Paul Worrilow,LB,1079,0.04532851621576206,-15.0,zero,-0.6799277432364309
2014,ATL,Peter Konz,C,183,0.007687783565787263,-15.0,zero,-0.11531675348680893
2014,ATL,Prince Shembo,LB,340,0.014283313728785078,-15.0,zero,-0.21424970593177617
2014,ATL,Ra'Shede Hageman,DT,220,0.009242144177449169,-15.0,zero,-0.13863216266173753
2014,ATL,Robert Alford,CB,617,0.025920013443118804,-15.0,zero,-0.3888002016467821
2014,ATL,Robert McClain,CB,628,0.02638212065199126,-15.0,zero,-0.39573180977986894
2014,ATL,Roddy White,WR,870,0.03654847924718535,-15.0,zero,-0.5482271887077803
2014,ATL,Ryan Schraeder,T,646,0.02713829608469165,-15.0,zero,-0.40707444127037473
2014,ATL,Sam Baker,SS,17,0.0007141656864392539,-15.0,zero,-0.010712485296588808
2014,ATL,Stansly Maponga,DE,87,0.0036548479247185345,-15.0,zero,-0.05482271887077802
2014,ATL,Steven Jackson,RB,420,0.017644093429675684,-15.0,zero,-0.2646614014451353
2014,ATL,T.J. Yates,QB,17,0.0007141656864392539,-15.0,zero,-0.010712485296588808
2014,ATL,Tyson Jackson,DT,511,0.02146698033943875,-15.0,zero,-0.3220047050915813
2014,ATL,William Moore,SS,322,0.01352713829608469,-15.0,zero,-0.20290707444127037
2014,BAL,Albert McClellan,LB,42,0.0015700934579439252,2.0,double,0.0031401869158878505
2014,BAL,Anthony Levine,SS,235,0.008785046728971962,2.0,double,0.017570093457943924
2014,BAL,Antoine Cason,CB,6,0.00022429906542056075,2.0,double,0.0004485981308411215
2014,BAL,Arthur Brown,LB,0,0.0,2.0,double,0.0
2014,BAL,Asa Jackson,CB,323,0.012074766355140187,2.0,double,0.024149532710280374
2014,BAL,Bernard Pierce,RB,167,0.0062429906542056076,2.0,double,0.012485981308411215
2014,BAL,Brandon Williams,NT,623,0.023289719626168225,2.0,double,0.04657943925233645
2014,BAL,Brynden Trawick,SS,54,0.0020186915887850467,2.0,double,0.0040373831775700935
2014,BAL,C.J. Mosley,LB,1207,0.0451214953271028,2.0,double,0.0902429906542056
2014,BAL,Casey Walker,DT,9,0.0003364485981308411,2.0,double,0.0006728971962616822
2014,BAL,Chris Canty,DE,409,0.015289719626168225,2.0,double,0.03057943925233645
2014,BAL,Christo Bilukidi,DT,46,0.001719626168224299,2.0,double,0.003439252336448598
2014,BAL,Chykie Brown,CB,138,0.005158878504672897,2.0,double,0.010317757009345794
2014,BAL,Courtney Upshaw,LB,601,0.02246728971962617,2.0,double,0.04493457943925234
2014,BAL,Crockett Gillmore,TE,432,0.016149532710280374,2.0,double,0.03229906542056075
2014,BAL,Danny Gorrer,DB,155,0.005794392523364486,2.0,double,0.011588785046728972
2014,BAL,Darian Stewart,FS,871,0.0325607476635514,2.0,double,0.0651214953271028
2014,BAL,Daryl Smith,LB,1186,0.044336448598130844,2.0,double,0.08867289719626169
2014,BAL,DeAngelo Tyson,DE,288,0.010766355140186916,2.0,double,0.021532710280373832
2014,BAL,Dennis Pitta,TE,166,0.006205607476635514,2.0,double,0.012411214953271028
2014,BAL,Dominique Franks,CB,194,0.007252336448598131,2.0,double,0.014504672897196261
2014,BAL,Elvis Dumervil,LB,692,0.02586915887850467,2.0,double,0.05173831775700934
2014,BAL,Eugene Monroe,T,728,0.027214953271028037,2.0,double,0.054429906542056074
2014,BAL,Fitzgerald Toussaint,RB,31,0.0011588785046728971,2.0,double,0.0023177570093457943
2014,BAL,Gino Gradkowski,C,10,0.00037383177570093456,2.0,double,0.0007476635514018691
2014,BAL,Haloti Ngata,DT,627,0.0234392523364486,2.0,double,0.0468785046728972
2014,BAL,Jacoby Jones,WR,207,0.007738317757009346,2.0,double,0.015476635514018691
2014,BAL,Jah Reid,T,10,0.00037383177570093456,2.0,double,0.0007476635514018691
2014,BAL,James Hurst,T,514,0.019214953271028037,2.0,double,0.03842990654205607
2014,BAL,Jeremy Zuttah,C,1201,0.044897196261682246,2.0,double,0.08979439252336449
2014,BAL,Jeromy Miles,FS,356,0.013308411214953271,2.0,double,0.026616822429906543
2014,BAL,Jimmy Smith,CB,461,0.017233644859813085,2.0,double,0.03446728971962617
2014,BAL,Joe Flacco,QB,1202,0.04493457943925234,2.0,double,0.08986915887850468
2014,BAL,John Urschel,G,357,0.013345794392523364,2.0,double,0.026691588785046728
2014,BAL,Justin Forsett,RB,810,0.0302803738317757,2.0,double,0.0605607476635514
2014,BAL,Justin Tucker,K,0,0.0,2.0,double,0.0
2014,BAL,Kamar Aiken,WR,328,0.012261682242990655,2.0,double,0.02452336448598131
2014,BAL,Kelechi Osemele,G,1068,0.039925233644859816,2.0,double,0.07985046728971963
2014,BAL,Kevin McDermott,LS,0,0.0,2.0,double,0.0
2014,BAL,Kyle Juszczyk,FB,499,0.018654205607476635,2.0,double,0.03730841121495327
2014,BAL,Lardarius Webb,CB,915,0.034205607476635515,2.0,double,0.06841121495327103
2014,BAL,Lawrence Guy,DE,225,0.008411214953271028,2.0,double,0.016822429906542057
2014,BAL,Lorenzo Taliaferro,RB,134,0.005009345794392523,2.0,double,0.010018691588785046
2014,BAL,Marlon Brown,WR,420,0.015700934579439253,2.0,double,0.031401869158878506
2014,BAL,Marshal Yanda,G,1196,0.044710280373831776,2.0,double,0.08942056074766355
2014,BAL,Matt Elam,SS,678,0.025345794392523366,2.0,double,0.05069158878504673
2014,BAL,Michael Campanaro,WR,84,0.0031401869158878505,2.0,double,0.006280373831775701
2014,BAL,Morgan Cox,LS,0,0.0,2.0,double,0.0
2014,BAL,Owen Daniels,TE,930,0.034766355140186916,2.0,double,0.06953271028037383
2014,BAL,Patrick Scales,LS,0,0.0,2.0,double,0.0
2014,BAL,Pernell McPhee,LB,591,0.022093457943925233,2.0,double,0.04418691588785047
2014,BAL,Phillip Supernaw,TE,14,0.0005233644859813084,2.0,double,0.0010467289719626168
2014,BAL,Rashaan Melvin,CB,302,0.011289719626168225,2.0,double,0.02257943925233645
2014,BAL,Ricky Wagner,T,969,0.03622429906542056,2.0,double,0.07244859813084112
2014,BAL,Ryan Jensen,C,0,0.0,2.0,double,0.0
2014,BAL,Sam Koch,P,0,0.0,2.0,double,0.0
2014,BAL,Steve Smith,WR,917,0.0342803738317757,2.0,double,0.0685607476635514
2014,BAL,Terrell Suggs,LB,957,0.03577570093457944,2.0,double,0.07155140186915888
2014,BAL,Terrence Brooks,FS,234,0.00874766355140187,2.0,double,0.01749532710280374
2014,BAL,Terrence Cody,DT,9,0.0003364485981308411,2.0,double,0.0006728971962616822
2014,BAL,Timmy Jernigan,DT,322,0.012037383177570093,2.0,double,0.024074766355140186
2014,BAL,Torrey Smith,WR,888,0.03319626168224299,2.0,double,0.06639252336448598
2014,BAL,Tramain Jacobs,DB,0,0.0,2.0,double,0.0
2014,BAL,Tyrod Taylor,QB,6,0.00022429906542056075,2.0,double,0.0004485981308411215
2014,BAL,Will Hill,FS,702,0.026242990654205607,2.0,double,0.052485981308411214
2014,BAL,Zach Orr,LB,4,0.00014953271028037384,2.0,double,0.0002990654205607477
2014,BUF,Aaron Williams,SS,902,0.03819767934276277,15.0,double,0.5729651901414415
2014,BUF,Anthony Dixon,RB,219,0.0092741593969679,15.0,double,0.1391123909545185
2014,BUF,Bacarri Rambo,SS,55,0.0023291267891928516,15.0,double,0.034936901837892775
2014,BUF,Brandon Spikes,LB,503,0.021300923181163715,15.0,double,0.3195138477174557
2014,BUF,Bryce Brown,RB,118,0.004997035656813755,15.0,double,0.07495553485220632
2014,BUF,C.J. Spiller,RB,186,0.00787668332345219,15.0,double,0.11815024985178284
2014,BUF,Chris Gragg,TE,213,0.009020072838146861,15.0,double,0.1353010925722029
2014,BUF,Chris Hairston,T,37,0.0015668671127297366,15.0,double,0.02350300669094605
2014,BUF,Chris Hogan,WR,461,0.01952231726941645,15.0,double,0.29283475904124673
2014,BUF,Chris Williams,G,131,0.005547556534259338,15.0,double,0.08321334801389006
2014,BUF,Colton Schmidt,P,0,0.0,15.0,double,0.0
2014,BUF,Corbin Bryant,DT,353,0.014948759210637758,15.0,double,0.22423138815956636
2014,BUF,Cordy Glenn,T,1045,0.044253408994664185,15.0,double,0.6638011349199627
2014,BUF,Corey Graham,CB,778,0.032946557127127976,15.0,double,0.49419835690691966
2014,BUF,Cyril Richardson,G,312,0.013212501058693996,15.0,double,0.19818751588040995
2014,BUF,Cyrus Kouandjio,T,0,0.0,15.0,double,0.0
2014,BUF,Da'Norris Searcy,FS,648,0.027441348352672142,15.0,double,0.41162022529008213
2014,BUF,Dan Carpenter,K,0,0.0,15.0,double,0.0
2014,BUF,Deonte Thompson,WR,2,8.469551960701279e-05,15.0,double,0.0012704327941051917
2014,BUF,Duke Williams,FS,527,0.02231726941644787,15.0,double,0.33475904124671807
2014,BUF,EJ Manuel,QB,259,0.010968069789108156,15.0,double,0.16452104683662233
2014,BUF,Eric Wood,C,1058,0.044803929872109766,15.0,double,0.6720589480816465
2014,BUF,Erik Pears,G,1061,0.04493097315152028,15.0,double,0.6739645972728042
2014,BUF,Frank Summers,FB,128,0.005420513254848818,15.0,double,0.08130769882273227
2014,BUF,Fred Jackson,RB,548,0.023206572372321505,15.0,double,0.3480985855848226
2014,BUF,Garrison Sanborn,LS,0,0.0,15.0,double,0.0
2014,BUF,Jarius Wynn,DE,310,0.013127805539086983,15.0,double,0.19691708308630473
2014,BUF,Jerry Hughes,DE,782,0.033115948166342,15.0,double,0.49673922249513003
2014,BUF,Jordan Gay,K,0,0.0,15.0,double,0.0
2014,BUF,Keith Rivers,LB,185,0.007834335563648683,15.0,double,0.11751503345473024
2014,BUF,Kenny Ladler,S,0,0.0,15.0,double,0.0
2014,BUF,Kraig Urbik,G,621,0.026297958837977472,15.0,double,0.3944693825696621
2014,BUF,Kyle Orton,QB,802,0.03396290336241213,15.0,double,0.509443550436182
2014,BUF,Kyle Williams,DT,716,0.030320996019310577,15.0,double,0.45481494028965863
2014,BUF,Larry Dean,LB,8,0.00033878207842805115,15.0,double,0.005081731176420767
2014,BUF,Lee Smith,TE,334,0.014144151774371136,15.0,double,0.21216227661556702
2014,BUF,Leodis McKelvin,CB,534,0.022613703735072415,15.0,double,0.3392055560260862
2014,BUF,Manny Lawson,DE,339,0.014355890573388668,15.0,double,0.21533835860083
2014,BUF,MarQueis Gray,TE,121,0.005124078936224274,15.0,double,0.07686118404336412
2014,BUF,Marcell Dareus,DT,677,0.02866943338697383,15.0,double,0.43004150080460746
2014,BUF,Marcus Easley,WR,3,0.00012704327941051919,15.0,double,0.0019056491911577879
2014,BUF,Marcus Thigpen,WR,0,0.0,15.0,double,0.0
2014,BUF,Mario Williams,DE,787,0.03332768696535953,15.0,double,0.49991530448039295
2014,BUF,Marquise Goodwin,WR,90,0.0038112983823155753,15.0,double,0.05716947573473363
2014,BUF,Mike Williams,WR,188,0.007961378843059202,15.0,double,0.11942068264588804
2014,BUF,Nickell Robey-Coleman,CB,641,0.027144914034047597,15.0,double,0.40717371051071394
2014,BUF,Nigel Bradham,LB,805,0.03408994664182265,15.0,double,0.5113491996273397
2014,BUF,Preston Brown,LB,1019,0.04315236723977302,15.0,double,0.6472855085965953
2014,BUF,Randell Johnson,LB,0,0.0,15.0,double,0.0
2014,BUF,Robert Woods,WR,899,0.03807063606335225,15.0,double,0.5710595409502838
2014,BUF,Ron Brooks,CB,145,0.006140425171508427,15.0,double,0.09210637757262641
2014,BUF,Ross Cockrell,CB,11,0.00046582535783857036,15.0,double,0.006987380367578556
2014,BUF,Sammy Watkins,WR,1026,0.04344880155839756,15.0,double,0.6517320233759634
2014,BUF,Scott Chandler,TE,748,0.03167612433302278,15.0,double,0.4751418649953417
2014,BUF,Seantrel Henderson,T,1061,0.04493097315152028,15.0,double,0.6739645972728042
2014,BUF,Stefan Charles,DT,336,0.014228847293978148,15.0,double,0.21343270940967224
2014,BUF,Stephon Gilmore,CB,837,0.03544507495553485,15.0,double,0.5316761243330228
2014,BUF,Ty Powell,LB,45,0.0019056491911577877,15.0,double,0.028584737867366816
2014,CAR,A.J. Klein,LB,282,0.010762126474067855,-10.0,double,-0.10762126474067854
2014,CAR,Adarius Taylor,LB,89,0.0033965576460710605,-10.0,double,-0.033965576460710606
2014,CAR,Amini Silatolu,G,404,0.015418081899019196,-10.0,double,-0.15418081899019195
2014,CAR,Andrew Norwell,G,829,0.031637598748234935,-10.0,double,-0.31637598748234935
2014,CAR,Antoine Cason,CB,673,0.025684081975346336,-10.0,double,-0.25684081975346335
2014,CAR,Ben Jacobs,LB,32,0.0012212342098233027,-10.0,double,-0.012212342098233027
2014,CAR,Bene Benwikere,CB,542,0.02068465442888219,-10.0,double,-0.2068465442888219
2014,CAR,Brad Nortman,P,0,0.0,-10.0,double,-0.0
2014,CAR,Brandon Williams,TE,96,0.003663702629469908,-10.0,double,-0.03663702629469908
2014,CAR,Brenton Bersin,WR,189,0.007212914551768881,-10.0,double,-0.07212914551768881
2014,CAR,Brian Folkerts,C,43,0.0016410334694500629,-10.0,double,-0.01641033469450063
2014,CAR,Byron Bell,T,1158,0.044193412967980766,-10.0,double,-0.44193412967980766
2014,CAR,Cam Newton,QB,1076,0.04106400030530855,-10.0,double,-0.4106400030530855
2014,CAR,Carrington Byndom,CB,8,0.00030530855245582567,-10.0,double,-0.0030530855245582567
2014,CAR,Charles Godfrey,CB,205,0.007823531656680533,-10.0,double,-0.07823531656680532
2014,CAR,Charles Johnson,DE,874,0.033354959355798956,-10.0,double,-0.3335495935579896
2014,CAR,Chase Blackburn,LB,79,0.0030149219555012786,-10.0,double,-0.030149219555012787
2014,CAR,Chris Ogbonnaya,FB,43,0.0016410334694500629,-10.0,double,-0.01641033469450063
2014,CAR,Chris Scott,G,74,0.0028241041102163873,-10.0,double,-0.028241041102163873
2014,CAR,Colin Cole,DT,407,0.01553257260619013,-10.0,double,-0.15532572606190131
2014,CAR,Colin Jones,FS,361,0.013777048429569134,-10.0,double,-0.13777048429569133
2014,CAR,Corey Brown,WR,360,0.013738884860512154,-10.0,double,-0.13738884860512154
2014,CAR,D.J. Smith,LB,0,0.0,-10.0,double,-0.0
2014,CAR,Darrin Reaves,RB,152,0.005800862496660688,-10.0,double,-0.05800862496660688
2014,CAR,David Foucault,T,128,0.004884936839293211,-10.0,double,-0.04884936839293211
2014,CAR,De'Andre Presley,WR,12,0.0004579628286837385,-10.0,double,-0.004579628286837385
2014,CAR,DeAngelo Williams,RB,147,0.005610044651375797,-10.0,double,-0.056100446513757965
2014,CAR,Derek Anderson,QB,178,0.006793115292142121,-10.0,double,-0.06793115292142121
2014,CAR,Dwan Edwards,DT,627,0.023928557798725335,-10.0,double,-0.23928557798725336
2014,CAR,Ed Dickson,TE,611,0.023317940693813686,-10.0,double,-0.23317940693813685
2014,CAR,Fernando Velasco,G,398,0.015189100484677327,-10.0,double,-0.15189100484677326
2014,CAR,Fozzy Whittaker,RB,94,0.0035873754913559514,-10.0,double,-0.035873754913559514
2014,CAR,Frank Alexander,DE,22,0.0008395985192535206,-10.0,double,-0.008395985192535206
2014,CAR,Garry Williams,T,26,0.0009922527954814334,-10.0,double,-0.009922527954814334
2014,CAR,Graham Gano,K,0,0.0,-10.0,double,-0.0
2014,CAR,Greg Hardy,DE,51,0.0019463420219058886,-10.0,double,-0.019463420219058884
2014,CAR,Greg Olsen,TE,1216,0.0464068999732855,-10.0,double,-0.46406899973285504
2014,CAR,J.J. Jansen,LS,0,0.0,-10.0,double,-0.0
2014,CAR,James Dockery,CB,85,0.0032439033698431477,-10.0,double,-0.03243903369843148
2014,CAR,Jason Avant,WR,409,0.015608899744304088,-10.0,double,-0.1560889974430409
2014,CAR,Jason Williams,LB,7,0.00026714498339884746,-10.0,double,-0.002671449833988475
2014,CAR,Jerricho Cotchery,WR,908,0.034652520703736214,-10.0,double,-0.3465252070373621
2014,CAR,Joe Webb,QB,26,0.0009922527954814334,-10.0,double,-0.009922527954814334
2014,CAR,Jonathan Stewart,RB,650,0.024806319887035834,-10.0,double,-0.24806319887035833
2014,CAR,Josh Norman,CB,730,0.027859405411594092,-10.0,double,-0.2785940541159409
2014,CAR,Kawann Short,DT,656,0.025035301301377703,-10.0,double,-0.25035301301377705
2014,CAR,Kelvin Benjamin,WR,1049,0.04003358394077014,-10.0,double,-0.4003358394077014
2014,CAR,Kevin Reddick,LB,0,0.0,-10.0,double,-0.0
2014,CAR,Kony Ealy,DE,400,0.015265427622791284,-10.0,double,-0.15265427622791283
2014,CAR,Kyle Love,DT,12,0.0004579628286837385,-10.0,double,-0.004579628286837385
2014,CAR,Luke Kuechly,LB,1089,0.04156012670304927,-10.0,double,-0.41560126703049266
2014,CAR,Mario Addison,DE,471,0.017975041025836736,-10.0,double,-0.17975041025836735
2014,CAR,Melvin White,CB,512,0.019539747357172843,-10.0,double,-0.19539747357172843
2014,CAR,Mike Remmers,T,506,0.019310765942830974,-10.0,double,-0.19310765942830974
2014,CAR,Mike Tolbert,FB,251,0.00957905583330153,-10.0,double,-0.0957905583330153
2014,CAR,Nate Chandler,T,691,0.02637102621837194,-10.0,double,-0.2637102621837194
2014,CAR,Richie Brockel,TE,34,0.0012975613479372591,-10.0,double,-0.01297561347937259
2014,CAR,Robert Lester,S,16,0.0006106171049116513,-10.0,double,-0.0061061710491165135
2014,CAR,Roman Harper,SS,1024,0.039079494714345686,-10.0,double,-0.39079494714345686
2014,CAR,Ryan Kalil,C,1226,0.04678853566385528,-10.0,double,-0.4678853566385528
2014,CAR,Star Lotulelei,DT,508,0.01938709308094493,-10.0,double,-0.19387093080944928
